Date,Close points,Open points,Maximum points,Minimum Points,Volume,Variation
26.03.2020,"77709,66","74956,05","78846,34","74923,27","12,76M","3,67%"
25.03.2020,"74955,57","69727,12","76713,93","69359,58","12,95M","7,50%"
24.03.2020,"69729,3","63604,42","71535,44","63604,42","11,68M","9,69%"
23.03.2020,"63569,62","67067,03","67603,83","62161,38","11,96M","-5,22%"
20.03.2020,"67069,36","68344,38","72247,43","66120,06","15,15M","-1,85%"
19.03.2020,"68331,8","66882,8","70071,33","61690,53","16,14M","2,15%"
18.03.2020,"66894,95","74576,38","74576,38","63546,74","16,75M","-10,35%"
17.03.2020,"74617,24","71177,56","77254,59","70782,5","14,95M","4,85%"
16.03.2020,"71168,05","82564,88","82564,88","70854,82","12,85M","-13,92%"
13.03.2020,"82677,91","72621,49","83757,51","72621,49","15,77M","13,91%"
12.03.2020,"72582,53","85103,19","85103,19","68488,29","12,01M","-14,78%"
11.03.2020,"85171,13","92202,15","92202,15","80795,5","11,79M","-7,64%"
10.03.2020,"92214,47","86070,96","92230,27","86070,96","13,53M","7,14%"
09.03.2020,"86067,2","97982,08","97982,08","85879,64","14,65M","-12,17%"
06.03.2020,"97996,77","102230,5","102230,5","96885,83","11,86M","-4,14%"
05.03.2020,"102233,24","107216,56","107216,56","100536,15","8,60M","-4,65%"
04.03.2020,"107224,22","105540,27","107808,91","105042,11","8,41M","1,60%"
03.03.2020,"105537,14","106630,34","108803,58","104404,82","9,39M","-1,02%"
02.03.2020,"106625,41","104259,51","107220,02","103779,26","8,86M","2,36%"
28.02.2020,"104171,57","102983,54","104171,57","99950,96","11,23M","1,15%"
27.02.2020,"102983,54","105710,7","106656,32","102983,54","11,24M","-2,59%"
26.02.2020,"105718,29","113646,53","113646,53","105052,8","9,37M","-7,00%"
21.02.2020,"113681,42","114584,97","114584,97","112661,31","5,90M","-0,79%"
20.02.2020,"114586,24","116517,59","116552,46","114379,14","6,79M","-1,66%"
19.02.2020,"116517,59","114981,9","116545,32","114774,04","6,33M","1,34%"
18.02.2020,"114977,29","115309,22","115309,22","113532,04","5,55M","-0,29%"
17.02.2020,"115309,08","114381,36","115696,35","114381,36","4,36M","0,81%"
14.02.2020,"114380,71","115662,73","115662,73","114132,37","5,34M","-1,11%"
13.02.2020,"115662,4","116659,69","116659,69","114800,64","5,64M","-0,87%"
12.02.2020,"116674,13","115371,2","117580,93","115371,2","8,16M","1,13%"
11.02.2020,"115370,61","112573,78","115576,21","112573,78","6,77M","2,49%"
10.02.2020,"112570,3","113771,35","114176,46","112134,4","7,49M","-1,05%"
07.02.2020,"113770,29","115189,97","115189,97","113769,14","6,59M","-1,23%"
06.02.2020,"115189,97","116033,22","117381,83","114722,68","7,38M","-0,72%"
05.02.2020,"116028,27","115562,65","117700,53","115562,34","7,17M","0,41%"
04.02.2020,"115556,71","114630,58","116555,61","114630,58","5,83M","0,81%"
03.02.2020,"114629,21","113760,57","115299,47","113467,4","5,51M","0,76%"
31.01.2020,"113760,57","115518,2","115518,2","113148,36","6,22M","-1,53%"
30.01.2020,"115528,04","115374,99","115528,04","112825,49","6,32M","0,12%"
29.01.2020,"115384,84","116494,45","117171,28","115163,75","5,10M","-0,94%"
28.01.2020,"116478,98","114482,37","116796,7","114474,61","5,23M","1,74%"
27.01.2020,"114481,84","118346,72","118346,72","114375,58","6,10M","-3,29%"
24.01.2020,"118376,36","119527,63","119593,1","118108,3","4,78M","-0,96%"
23.01.2020,"119527,63","118391,45","119534,8","116905,95","6,57M","0,96%"
22.01.2020,"118391,36","117035,48","118400,98","117035,48","5,77M","1,17%"
21.01.2020,"117026,04","118860,85","118860,85","117026,04","5,09M","-1,54%"
20.01.2020,"118861,63","118478,38","118861,63","117927,53","3,84M","0,32%"
17.01.2020,"118478,3","116709,91","118478,95","116709,91","4,95M","1,52%"
16.01.2020,"116704,21","116414,88","117105,58","115961,42","5,42M","0,25%"
15.01.2020,"116414,35","117632,4","117632,4","116188,11","5,57M","-1,04%"
14.01.2020,"117632,4","117325,08","117705,16","116609,75","5,36M","0,26%"
13.01.2020,"117325,28","115502,53","117333,11","115502,53","5,69M","1,58%"
10.01.2020,"115503,42","115947,76","116744,9","114952,34","4,78M","-0,38%"
09.01.2020,"115947,11","116247,52","116820,04","115410,67","5,95M","-0,26%"
08.01.2020,"116247,03","116667,32","117334,82","115693,02","5,91M","-0,36%"
07.01.2020,"116661,94","116871,73","117075,85","115965,38","4,85M","-0,18%"
06.01.2020,"116877,92","117706,66","117706,66","116268,69","6,57M","-0,70%"
03.01.2020,"117706,66","118564,44","118791,86","117340,57","6,83M","-0,73%"
02.01.2020,"118573,1","115651,95","118573,1","115648,97","5,16M","2,53%"
30.12.2019,"115645,34","116530,28","117085,94","115599,16","3,67M","-0,76%"
27.12.2019,"116533,98","117205,09","117802,86","115995,12","3,91M","-0,57%"
26.12.2019,"117203,2","115864,38","117219,91","115672,53","3,79M","1,16%"
23.12.2019,"115863,29","115118,96","115863,29","114964,34","4,00M","0,64%"
20.12.2019,"115121,08","115133,12","115170,58","114525,95","6,89M","-0,01%"
19.12.2019,"115131,25","114313,35","115132,01","113712,39","5,78M","0,71%"
18.12.2019,"114314,65","112618,25","114338,51","112299,9","7,94M","1,51%"
17.12.2019,"112615,66","111896,54","112695,34","111896,54","5,35M","0,64%"
16.12.2019,"111896,04","112565,28","113196,83","111896,04","6,08M","-0,59%"
13.12.2019,"112564,86","112204,76","112829,31","111779,96","7,71M","0,33%"
12.12.2019,"112199,74","110963,08","112444,74","110963,08","5,68M","1,11%"
11.12.2019,"110963,87","110672,07","111226,71","110529,5","5,15M","0,26%"
10.12.2019,"110672,01","110973,03","111184,37","110132,84","4,76M","-0,28%"
09.12.2019,"110977,23","111125,1","111453,05","110869,87","4,99M","-0,13%"
06.12.2019,"111125,75","110622,92","111429,66","110622,92","4,97M","0,46%"
05.12.2019,"110622,27","110297,33","111072,8","110007,67","4,40M","0,29%"
04.12.2019,"110300,93","108961,96","110300,93","108961,96","4,89M","1,23%"
03.12.2019,"108956,02","108930,97","109197,77","108190,46","5,22M","0,03%"
02.12.2019,"108927,83","108233,28","109278,67","108233,28","4,71M","0,64%"
29.11.2019,"108233,28","108290,09","108707,55","107759,39","4,19M","-0,05%"
28.11.2019,"108290,09","107707,75","108333,02","107148,02","3,67M","0,54%"
27.11.2019,"107707,75","107059,4","107991,15","106312,21","4,42M","0,61%"
26.11.2019,"107059,4","108423,93","108423,93","106413,93","6,90M","-1,26%"
25.11.2019,"108423,93","108692,28","108914,73","108079,87","4,51M","-0,25%"
22.11.2019,"108692,28","107496,51","108692,28","107156,64","4,80M","1,11%"
21.11.2019,"107496,73","105866,12","107496,73","105864,47","5,82M","1,54%"
19.11.2019,"105864,18","106268,82","106949,81","105366,68","3,61M","-0,38%"
18.11.2019,"106269,25","106566,04","107519,18","106246,06","4,92M","-0,27%"
14.11.2019,"106556,88","106052,39","106757,61","105820,37","5,36M","0,47%"
13.11.2019,"106059,95","106751,11","106785,79","105260,78","5,34M","-0,65%"
12.11.2019,"106751,11","108367,8","108367,8","106232,45","5,22M","-1,49%"
11.11.2019,"108367,44","107621,72","108367,44","106813,53","3,93M","0,69%"
08.11.2019,"107628,98","109572,16","109572,16","107126,65","5,42M","-1,78%"
07.11.2019,"109580,57","108360,22","109671,91","108360,22","6,08M","1,13%"
06.11.2019,"108360,22","108719,02","109633,14","107445,54","5,51M","-0,33%"
05.11.2019,"108719,02","108778,78","109342,86","108252,78","5,66M","-0,06%"
04.11.2019,"108779,33","108195,72","109352,13","108195,72","5,18M","0,54%"
01.11.2019,"108195,63","107220,94","108496,08","107220,43","5,47M","0,91%"
31.10.2019,"107219,83","108403,12","108403,12","106355,82","5,38M","-1,10%"
30.10.2019,"108407,54","107557,11","108407,54","106622,01","5,45M","0,79%"
29.10.2019,"107556,26","108189,32","108195,22","107313,05","4,31M","-0,58%"
28.10.2019,"108187,06","107365,66","108392,72","107362,47","3,97M","0,77%"
25.10.2019,"107363,77","106989,54","108083,26","106989,54","5,40M","0,35%"
24.10.2019,"106986,15","107552,72","107744,08","106592,72","5,62M","-0,52%"
23.10.2019,"107543,59","107381,11","107958,82","107040,79","4,66M","0,15%"
22.10.2019,"107381,11","106022,71","107420,73","105927,32","5,22M","1,28%"
21.10.2019,"106022,28","104728,89","106026,91","104695,52","3,50M","1,23%"
18.10.2019,"104728,89","105011,71","105464,25","104524,97","4,48M","-0,27%"
17.10.2019,"105015,77","105388,63","105891,19","104826,61","4,19M","-0,39%"
16.10.2019,"105422,8","104485,87","105462,07","103521,08","4,51M","0,89%"
15.10.2019,"104489,56","104298,53","105047,62","104052,48","4,09M","0,18%"
14.10.2019,"104301,58","103833,59","104304,85","103438,47","2,99M","0,45%"
11.10.2019,"103831,92","101818,6","104380,89","101818,6","4,35M","1,98%"
10.10.2019,"101817,13","101243,74","102482,98","101152,12","4,37M","0,56%"
09.10.2019,"101248,78","100005,44","101566,59","100005,44","3,94M","1,27%"
08.10.2019,"99981,4","100564,6","101296,28","99867,59","4,34M","-0,59%"
07.10.2019,"100572,77","102546,02","102546,02","100541,89","3,94M","-1,93%"
04.10.2019,"102551,32","101516,04","102579,55","101057,36","4,65M","1,02%"
03.10.2019,"101516,04","101031,44","101560,23","99826,3","4,67M","0,48%"
02.10.2019,"101031,44","104049,12","104049,12","100943,82","5,07M","-2,90%"
01.10.2019,"104053,4","104745,06","105121,16","103837,47","4,10M","-0,66%"
30.09.2019,"104745,32","105077,45","105177,5","104638,18","3,90M","-0,32%"
27.09.2019,"105077,63","105319,4","105632,94","104505,69","3,47M","-0,23%"
26.09.2019,"105319,4","104485,18","105342,3","104337,39","4,14M","0,80%"
25.09.2019,"104480,98","103856,87","104480,98","103033,84","4,12M","0,58%"
24.09.2019,"103875,66","104637,51","104892,9","103503,53","3,97M","-0,73%"
23.09.2019,"104637,82","104817,39","104817,39","104019,5","6,77M","-0,17%"
20.09.2019,"104817,4","104339,16","105044,5","103913,5","6,77M","0,46%"
19.09.2019,"104339,16","104555,31","106001,35","104285,83","4,92M","-0,18%"
18.09.2019,"104531,93","104616,28","104761,84","103684,12","3,88M","-0,08%"
17.09.2019,"104616,86","103679,69","104618,93","103078,89","4,57M","0,90%"
16.09.2019,"103680,41","103495,52","104004,61","102782,33","6,04M","0,17%"
13.09.2019,"103501,18","104371,1","104699,2","103274,91","4,04M","-0,83%"
12.09.2019,"104370,91","103452,52","104618,01","103452,52","4,96M","0,89%"
11.09.2019,"103445,6","103035,89","104155,86","103035,89","4,88M","0,40%"
10.09.2019,"103031,5","103179,94","103503,45","102230,73","5,48M","-0,14%"
09.09.2019,"103180,59","102936,68","104259,77","102792,78","5,52M","0,24%"
06.09.2019,"102935,43","102246,83","103181,64","102245,98","3,98M","0,68%"
05.09.2019,102243,"101203,84","103258,48","101203,84","4,81M","1,03%"
04.09.2019,"101200,89","99705,69","101200,89","99705,69","4,31M","1,52%"
03.09.2019,"99680,83","100626,38","101416,66","99406,15","4,33M","-0,94%"
02.09.2019,"100625,74","101132,51","101611,02","100625,74","2,69M","-0,50%"
30.08.2019,"101134,61","100526,27","101551,35","100526,27","6,11M","0,61%"
29.08.2019,"100524,43","98194,11","100683,87","98194,11","5,16M","2,37%"
28.08.2019,"98193,53","97273,35","98346,03","96557,06","4,35M","0,94%"
27.08.2019,"97276,19","96434,3","97950,98","95855,3","6,58M","0,88%"
26.08.2019,"96429,6","97686,54","98435,96","95960,74","4,14M","-1,27%"
23.08.2019,"97667,49","100007,25","100024,83","97085,21","5,67M","-2,34%"
22.08.2019,"100011,28","101209,02","101469,05","100011,28","4,50M","-1,18%"
21.08.2019,"101201,9","99227,12","101240,13","99221,27","5,97M","2,00%"
20.08.2019,"99222,25","99471,93","99664,75","98002,03","5,24M","-0,25%"
19.08.2019,"99468,67","99809,52","100947,6","98908,19","4,92M","-0,34%"
16.08.2019,"99805,78","99059,12","100566,93","99059,12","5,48M","0,76%"
15.08.2019,"99056,91","100262,03","101014,41","98200,36","6,59M","-1,20%"
14.08.2019,"100258,01","103270,08","103270,08","99954,75","6,49M","-2,94%"
13.08.2019,"103299,47","101912,15","103778,22","101414,44","5,20M","1,36%"
12.08.2019,"101915,22","103945,84","103945,84","101621,22","4,51M","-2,00%"
09.08.2019,"103996,16","104101,95","104848,18","103546,67","4,69M","-0,11%"
08.08.2019,"104115,23","102782,37","104281,89","102782,37","5,71M","1,30%"
07.08.2019,"102782,37","102163,25","102784,21","100476,12","5,74M","0,61%"
06.08.2019,"102163,69","100097,51","102178,08","100097,51","5,23M","2,06%"
05.08.2019,"100097,75","102657,77","102657,77","99630,09","5,16M","-2,51%"
02.08.2019,"102673,68","102122,39","103179,66","101667,02","5,08M","0,54%"
01.08.2019,"102125,94","101818,93","104055,69","101818,93","7,35M","0,31%"
31.07.2019,"101812,13","102945,65","103128,7","100950,36","5,23M","-1,09%"
30.07.2019,"102932,76","103482,87","103554,99","102596,13","4,19M","-0,53%"
29.07.2019,"103482,63","102817,42","103482,63","102460,82","3,67M","0,65%"
26.07.2019,"102818,93","102653,9","103209,05","102196,31","5,30M","0,16%"
25.07.2019,"102654,58","104118,8","104439,7","102390,47","5,98M","-1,41%"
24.07.2019,"104119,54","103706,64","104570,36","103706,64","5,02M","0,40%"
23.07.2019,"103704,28","103949,46","104429,57","103518,2","4,18M","-0,24%"
22.07.2019,"103949,46","103451,93","104278,14","103451,93","3,57M","0,48%"
19.07.2019,"103451,93","104716,41","104722,64","103387,84","3,59M","-1,21%"
18.07.2019,"104716,59","103859,36","104773,05","103859,36","4,55M","0,83%"
17.07.2019,"103855,53","103775,14","104453,09","103711,71","3,94M","0,08%"
16.07.2019,"103775,41","103805,39","104439,98","103361,08","4,61M","-0,03%"
15.07.2019,"103802,69","103909,11","104577,91","103494,84","4,12M","-0,10%"
12.07.2019,"103905,99","105157,57","105730,54","103903,06","4,89M","-1,18%"
11.07.2019,"105146,44","105818,26","105885,5","104813,51","5,00M","-0,63%"
10.07.2019,"105817,06","104536,7","106650,12","104536,7","7,03M","1,23%"
08.07.2019,"104530,22","104090,14","104679,3","103987,99","3,61M","0,42%"
05.07.2019,"104089,47","103628,28","104175,9","102621,7","4,34M","0,44%"
04.07.2019,"103636,17","102046,55","104021,6","102046,55","4,10M","1,56%"
03.07.2019,"102043,11","100576,27","102176,96","100451,36","4,95M","1,43%"
02.07.2019,"100605,17","101342,31","101564,53","100072,77","5,10M","-0,72%"
01.07.2019,"101339,68","100973,48","102431,61","100973,48","424,32K","0,37%"
28.06.2019,"100967,2","100726,43","101562,52","100726,43","4,21M","0,24%"
27.06.2019,"100723,97","100688,63","101024,95","99420,64","4,28M","0,04%"
26.06.2019,"100688,63","100094,59","101126,24","100094,59","5,17M","0,60%"
25.06.2019,"100092,95","102061,44","102061,44","99890,22","4,61M","-1,93%"
24.06.2019,"102062,33","102017,56","102617,31","101588,92","3,67M","0,05%"
21.06.2019,"102012,64","100304,79","102099,65","100304,79","5,66M","1,70%"
19.06.2019,"100303,41","99403,24","100327,15","98977,84","4,55M","0,90%"
18.06.2019,"99404,39","97633,36","99411,78","97633,36","4,66M","1,82%"
17.06.2019,"97623,25","98037,52","98439,36","97622,65","4,05M","-0,43%"
14.06.2019,"98040,06","98775,72","98980,83","97600,83","9,47M","-0,74%"
13.06.2019,"98773,7","98321,11","99364,48","98321,11","5,77M","0,46%"
12.06.2019,"98320,88","98959,59","99239,5",97831,"5,10M","-0,65%"
11.06.2019,98960,"97466,69","98984,6","97466,69","5,08M","1,53%"
10.06.2019,"97466,69","97827,62",97856,"96782,23","3,69M","-0,36%"
07.06.2019,"97821,26","97204,85","98325,57","97204,85","3,83M","0,63%"
06.06.2019,"97204,85","96001,79","97461,97","96001,79","4,18M","1,26%"
05.06.2019,"95998,75","97381,37","97686,14","95685,84","3,89M","-1,42%"
04.06.2019,"97380,28","97020,1","97722,88","96593,43","4,43M","0,37%"
03.06.2019,"97020,48","97035,78","97756,75","96429,88","4,69M","-0,01%"
31.05.2019,"97030,32","97419,73","97992,31","96792,4","5,25M","-0,44%"
30.05.2019,"97457,36","96565,54","97939,08","96510,53","4,53M","0,92%"
29.05.2019,"96566,55","96388,66","96985,83","95689,78","4,70M","0,18%"
28.05.2019,"96392,76","94863,04","96551,8","94706,7","6,58M","1,61%"
27.05.2019,"94864,25","93625,7","95444,04","93625,7","2,62M","1,32%"
24.05.2019,"93627,8","93912,05","94899,52","93545,46","3,59M","-0,30%"
23.05.2019,"93910,03","94360,1","94546,68","93299,97","3,90M","-0,48%"
22.05.2019,"94360,66","94485,43","95211,75","93882,56","4,36M","-0,13%"
21.05.2019,"94484,63","91945,56","94572,55","91945,56","5,56M","2,76%"
20.05.2019,"91946,19","90005,81","92116,51","89822,25","4,76M","2,17%"
17.05.2019,"89992,73","90023,41","91320,54","89408,93","5,51M","-0,04%"
16.05.2019,"90024,47","91621,82","91621,82","89778,11","5,74M","-1,75%"
15.05.2019,"91623,44","92087,83","92087,83","90294,63","4,94M","-0,51%"
14.05.2019,"92092,44","91736,48","92528,53","91562,45","4,17M","0,40%"
13.05.2019,"91726,54","94252,49","94252,49","91599,97","4,81M","-2,69%"
10.05.2019,"94257,56",94809,"94847,83","93234,12","4,22M","-0,58%"
09.05.2019,"94807,85","95596,61","95596,61","93883,23","4,28M","-0,83%"
08.05.2019,"95596,61","94388,56","96311,89","94388,56","5,07M","1,28%"
07.05.2019,"94388,73","95008,66","95008,66","92749,7","5,06M","-0,65%"
06.05.2019,"95008,66","95991,51","95991,51","94539,99","3,32M","-1,04%"
03.05.2019,"96007,89","95520,64","96314,61","95520,64","4,14M","0,50%"
02.05.2019,"95527,62","96339,31","96339,31","95311,67","3,98M","-0,86%"
30.04.2019,"96353,33","96191,45","96706,71","95613,24","4,36M","0,17%"
29.04.2019,"96187,75","96253,53","97123,09","96003,57","3,33M","-0,05%"
26.04.2019,"96236,04","96552,15","96563,2","95620,12","3,88M","-0,33%"
25.04.2019,"96552,03","95026,88","96552,03","94212,77","5,03M","1,59%"
24.04.2019,"95045,43","95923,48","95923,48","94163,33","4,80M","-0,92%"
23.04.2019,"95923,24","94590,49","96315,4","94590,49","4,44M","1,41%"
22.04.2019,"94588,06","94577,82","95037,9","93720,5","3,27M","0,01%"
18.04.2019,"94578,26","93285,33","95140,29","93285,33","5,09M","1,39%"
17.04.2019,"93284,75","94336,78","95041,78","92337,54","6,66M","-1,11%"
16.04.2019,"94333,31","93082,09","95061,95","92878,99","4,72M","1,34%"
15.04.2019,"93082,97","92874,83","93722,86","92697,05","4,77M","0,22%"
12.04.2019,92875,"94746,92","94768,18","92516,32","6,93M","-1,98%"
11.04.2019,"94754,7","95953,9","95953,9","94173,36","3,64M","-1,25%"
10.04.2019,"95953,45","96291,79","96902,14","95669,58","4,72M","-0,35%"
09.04.2019,"96291,79","97366,05","97366,05","95487,57","3,85M","-1,11%"
08.04.2019,"97369,29","97110,05","97610,25","96742,91","3,54M","0,27%"
05.04.2019,"97108,17","96319,32","97493,1","96152,08","3,80M","0,83%"
04.04.2019,"96313,06","94502,6","96393,56","94333,95","4,21M","1,93%"
03.04.2019,"94491,48","95392,32","96442,31","94124,4","4,44M","-0,94%"
02.04.2019,"95386,76","96062,1","96690,17","94824,93","3,83M","-0,70%"
01.04.2019,"96054,45","95422,9","96751,53","95422,9","3,87M","0,67%"
29.03.2019,"95414,55","94401,69","95862,75","94401,69","4,82M","1,09%"
28.03.2019,"94388,94","91900,6","94853,71","91584,26","5,35M","2,70%"
27.03.2019,"91903,4","95297,25","95297,25","91903,4","5,90M","-3,57%"
26.03.2019,"95306,82","93668,27","95524,7","93668,27","4,80M","1,76%"
25.03.2019,"93662,01","93735,41","94383,78","93103,15","4,65M","-0,08%"
22.03.2019,"93735,15","96724,71","96724,71","93379,64","6,19M","-3,10%"
21.03.2019,"96729,08","98041,14","98045,97","95456,28","5,49M","-1,34%"
20.03.2019,"98041,37","99588,47","99707,96","97980,93","4,78M","-1,55%"
19.03.2019,"99588,37","99990,91","100438,87","99372,87","5,39M","-0,41%"
18.03.2019,"99993,92","99141,49","100037,69","99141,43","4,33M","0,86%"
15.03.2019,"99136,74","98604,99","99393,33","98597,33","5,30M","0,54%"
14.03.2019,"98604,67","98904,72","99035,54","97775,83","3,70M","-0,30%"
13.03.2019,"98903,88","97831,23","99267,22","97464,1","4,96M","1,10%"
12.03.2019,"97828,03","98038,1","98149,69","97266,94","3,95M","-0,20%"
11.03.2019,"98026,62","95384,46","98026,62","95384,46","4,38M","2,79%"
08.03.2019,"95364,85","94340,17","95475,68","93304,76","4,18M","1,09%"
07.03.2019,"94340,17","94216,25","94532,25","93728,95","4,23M","0,13%"
06.03.2019,"94216,87","94603,63","94889,38","93945,46","2,80M","-0,41%"
01.03.2019,"94603,75","95584,35","96113,18","94393,59","4,18M","-1,03%"
28.02.2019,"95584,35","97307,38","97528,01","95364,39","5,53M","-1,77%"
27.02.2019,"97307,31","97602,5","97781,81","96885,98","3,99M","-0,30%"
26.02.2019,"97602,5","97242,44","97903,97","97235,48","3,66M","0,37%"
25.02.2019,"97239,9","97881,03","98189,91","97087,23","4,49M","-0,66%"
22.02.2019,"97885,6","96928,8","97886,63","96928,8","4,56M","0,98%"
21.02.2019,"96932,27","96546,17","97231,4","95793,1","5,99M","0,40%"
20.02.2019,"96544,81","97661,29","98543,68","96544,81","6,09M","-1,14%"
19.02.2019,"97659,15","96512,65","98185,19","96512,65","4,98M","1,19%"
18.02.2019,"96509,89","97526,51","97526,51","96238,89","2,92M","-1,04%"
15.02.2019,"97525,91","98015,09","98237,8","97083,07","4,73M","-0,50%"
14.02.2019,"98015,09","95842,52","98018,83","94915,48","5,38M","2,27%"
13.02.2019,"95842,4","96168,78","96803,73","95388,93","5,99M","-0,34%"
12.02.2019,"96168,4","94419,93","96571,42","94419,93","5,07M","1,86%"
11.02.2019,"94412,91","95351,17","95498,93","93736,67","3,88M","-0,98%"
08.02.2019,"95343,1","94401,26","95485,59","93424,29","5,47M","0,99%"
07.02.2019,"94405,59",94654,"95641,51","93507,18","5,79M","-0,24%"
06.02.2019,"94635,57","98307,91","98307,91","94635,57","5,63M","-3,74%"
05.02.2019,"98311,2","98586,8","98586,8","97596,41","4,92M","-0,28%"
04.02.2019,"98588,63","97861,27","98588,63","96900,79","4,41M","0,74%"
01.02.2019,"97861,27","97395,48","98043,9","96990,33","4,43M","0,48%"
31.01.2019,"97393,74","96996,45","98405,21","96996,45","6,16M","0,41%"
30.01.2019,"96996,21","95642,96","97106,68","95642,96","6,36M","1,42%"
29.01.2019,"95639,33","95508,28","96751,32","95508,28","5,42M","0,20%"
28.01.2019,"95443,88","97674,04","97936,82","94783,03","7,41M","-2,29%"
24.01.2019,"97677,19","96557,73","97677,19","96557,73","5,17M","1,16%"
23.01.2019,"96558,42","95115,8","96575,98","95115,8","5,20M","1,53%"
22.01.2019,"95103,38","96008,44","96069,51","94661,91","4,39M","-0,94%"
21.01.2019,"96009,77","96092,61","96092,61","94862,85","2,80M","-0,09%"
18.01.2019,"96096,75","95386,26","96395,98","95386,26","5,04M","0,78%"
17.01.2019,"95351,09","94393,07","95681,82","93950,41","5,10M","1,01%"
16.01.2019,"94393,07","94056,82","94393,07","93686,83","4,39M","0,36%"
15.01.2019,"94055,72","94474,13","94695,12","93401,51","5,01M","-0,44%"
14.01.2019,"94474,13","93644,87","94474,13","93335,06","4,63M","0,87%"
11.01.2019,"93658,31","93805,57","93960,78","93358,67","5,50M","-0,16%"
10.01.2019,"93805,93","93599,15","93987,17","93049,78","4,99M","0,21%"
09.01.2019,"93613,04","92032,69","93625,82","92028,41","5,17M","1,72%"
08.01.2019,"92031,86","91699,05","92230,99","91063,9","4,64M","0,36%"
07.01.2019,"91699,05","91845,16","92551,88","91288,27","4,71M","-0,15%"
04.01.2019,"91840,79","91576,64","92701,36","90823,78","5,49M","0,30%"
03.01.2019,"91564,25",91011,"91596,28","89921,57","6,25M","0,61%"
02.01.2019,"91012,31","87887,26","91478,84","87535,87","5,79M","3,56%"
28.12.2018,"87887,26","85469,47","88044,02","85469,47","3,76M","2,84%"
27.12.2018,"85460,2","85140,6","85738,96","84876,08","3,94M","0,38%"
26.12.2018,"85136,1","85684,26","85684,26","83891,74","3,46M","-0,65%"
21.12.2018,"85697,15","85268,82","86554,05","85134,12","6,26M","0,50%"
20.12.2018,"85269,29","85678,06","86583,73","84755,68","6,29M","-0,47%"
19.12.2018,"85673,52","86616,59","88101,07","85673,52","5,84M","-1,08%"
18.12.2018,"86610,49","86400,35","87274,15","86400,35","4,22M","0,24%"
17.12.2018,"86399,68","87448,03","87819,9","86327,69","3,97M","-1,20%"
14.12.2018,"87449,5","87837,59","88183,93","87106,12","3,66M","-0,44%"
13.12.2018,"87837,59","86979,07","87842,49","86856,34","3,77M","0,99%"
12.12.2018,"86977,46","86419,92","87945,65","86419,92","5,16M","0,65%"
11.12.2018,"86419,57","85918,08","87520,48","85583,05","4,53M","0,59%"
10.12.2018,"85914,71","88115,07","88384,22","85914,71","4,21M","-2,50%"
07.12.2018,"88115,07","88849,12","89985,99","87907,38","4,62M","-0,82%"
06.12.2018,"88846,48","88932,58","88932,58","87025,06","4,51M","-0,22%"
05.12.2018,"89039,79","88644,17","89111,2","88448,91","2,88M","0,47%"
04.12.2018,"88624,45","89820,09","90452,48","88041,23","5,03M","-1,33%"
03.12.2018,"89820,09","89511,16","91242,22","89429,17","6,12M","0,35%"
30.11.2018,"89504,03","89709,12","90245,54","89257,73","6,95M","-0,23%"
29.11.2018,"89709,56","89249,06","89909,58","88475,27","4,39M","0,51%"
28.11.2018,"89250,82","87891,18","89482,93","87153,47","5,46M","1,55%"
27.11.2018,"87891,18","85547,48","88017,9","85376,78","5,12M","2,74%"
26.11.2018,"85546,51","86237,45","87147,38","84904,74","4,70M","-0,79%"
23.11.2018,"86230,22","87479,45","87479,45","85762,82","4,28M","-1,43%"
22.11.2018,"87477,44","87268,68","87656,37","87221,67","2,31M","0,24%"
21.11.2018,"87268,8","87896,13","87896,13","86254,21","4,27M","-0,72%"
19.11.2018,"87900,83","88472,47","88483,65","87046,54","3,75M","-0,69%"
16.11.2018,"88515,27","85974,89","88516,46","85974,89","5,34M","2,96%"
14.11.2018,"85973,06","84898,4","85973,06","84267,01","5,76M","1,25%"
13.11.2018,"84914,11","85531,13","85940,63","84071,39","4,55M","-0,71%"
12.11.2018,"85524,7","85643,9","86227,44","85009,29","3,64M","-0,14%"
09.11.2018,"85641,21","85620,13","86233,42","84030,36","4,96M","0,02%"
08.11.2018,"85620,13","87719,45","88569,7","85620,13","5,46M","-2,39%"
07.11.2018,"87714,35","88676,31","89564,71","87540,86","4,51M","-1,08%"
06.11.2018,"88668,92","89587,02","89587,02","88065,84","4,50M","-1,04%"
05.11.2018,"89598,16","88418,37","89598,16","88347,26","4,76M","1,33%"
01.11.2018,"88419,05","87427,56","89017,37","87094,01","6,06M","1,14%"
31.10.2018,"87423,55","86888,69","88028,2","86213,13","6,07M","0,62%"
30.10.2018,"86885,71","83801,52","86989,63","83801,52","6,76M","3,69%"
29.10.2018,"83796,71","85728,47","88377,16","82782,96","7,97M","-2,24%"
26.10.2018,"85719,87","84083,51","85719,87","83497,17","6,67M","1,95%"
25.10.2018,"84083,51","83124,32","84830,92","83124,32","5,53M","1,23%"
24.10.2018,"83063,56","85301,87","85786,21","83034,85","4,82M","-2,62%"
23.10.2018,"85300,03","85595,34","85595,34","84032,43","4,52M","-0,35%"
22.10.2018,"85596,69","84221,85","85772,47","84221,85","3,99M","1,63%"
19.10.2018,"84219,74","83845,35","84954,41","83666,71","3,87M","0,44%"
18.10.2018,"83847,12","85759,82","85759,82","83845,84","4,21M","-2,24%"
