Date,Close points,Open points,Maximum points,Minimum Points,Volume,Variation
15.03.2010,"69023,75","69339,5","69384,09","68622,76","1,45M","-0,46%"
12.03.2010,"69341,38","69900,63","70486,15","69341,38","1,57M","-0,78%"
11.03.2010,"69884,61","69980,84","70183,45","69411,4","1,63M","-0,14%"
10.03.2010,"69979,27","69577,54","70476,34","69577,54","1,91M","0,58%"
09.03.2010,"69576,38","68573,29","70143,94","68255,02","2,46M","1,46%"
08.03.2010,"68575,47","68850,8","69070,05","68318,27","1,43M","-0,39%"
05.03.2010,"68846,5","67822,75","68930,38","67822,75","1,95M","1,52%"
04.03.2010,"67814,7","67642,97","68197,72","66923,97","1,40M","0,26%"
03.03.2010,"67641,34","67779,7","68813,43","67481,9","2,11M","-0,20%"
02.03.2010,"67779,16","67227,93","68249,63","67227,93","1,71M","0,82%"
01.03.2010,"67227,93","66510,94","67397,34","66510,94","1,36M","1,09%"
26.02.2010,"66503,27","66117,8","66510,01","65607,45","1,73M","0,58%"
25.02.2010,"66121,04","65765,44","66324,75","64428,97","1,79M","0,50%"
24.02.2010,"65794,77","66110,33","66513,63","65534,34","1,57M","-0,47%"
23.02.2010,"66108,33","67178,73","67178,73","65660,25","1,64M","-1,60%"
22.02.2010,"67184,16","67598,38","68119,58","67035,01","1,40M","-0,61%"
19.02.2010,"67597,43","67810,51","67935,23","67210,13","1,25M","-0,35%"
18.02.2010,"67836,08","67284,83","67836,08","66550,09","1,29M","0,82%"
17.02.2010,"67284,56","65863,45","67542,19","65863,45","1,04M","2,17%"
12.02.2010,"65854,97","66128,94","66133,38","65122,58","873,28K","-0,41%"
11.02.2010,"66128,94","65049,67","66145,27","64344,48","1,26M","1,66%"
10.02.2010,"65051,42","64721,3","65169,82","64320,46","891,04K","0,51%"
09.02.2010,"64718,17","63163,5","65525,94","63163,5","1,36M","2,48%"
08.02.2010,"63153,09","62759,82","63922,92","62727,6","1,88M","0,62%"
05.02.2010,"62762,7","63934,14","64000,62","61341,11","3,05M","-1,83%"
04.02.2010,"63934,01","67100,48","67100,48","63749,52","2,26M","-4,73%"
03.02.2010,"67108,55","67163,04","67346,55","66774,23","1,76M","-0,08%"
02.02.2010,"67163,2","66588,77","67320,58","66538,84","1,59M","0,89%"
01.02.2010,"66571,73","65402,25","66763,43","65361,8","1,49M","1,79%"
29.01.2010,"65401,77","65591,3","66575,98","65140,33","1,82M","-0,28%"
28.01.2010,"65587,8","65071,45","66049,09","64541,49","1,65M","0,80%"
27.01.2010,"65069,79","65527,31","65663,4","64553,09","1,81M","-0,69%"
26.01.2010,"65523,73","66212,9","66212,9","64718,91","1,99M","-1,05%"
22.01.2010,"66220,04","66263,63","66660,15","65445,43","1,30M","-0,08%"
21.01.2010,"66270,13","68200,22","68458,4","65996,26","2,26M","-2,83%"
20.01.2010,"68200,06","69901,38","69901,38","67546,34","1,99M","-2,44%"
19.01.2010,"69908,59","69396,2","70036,48","68867,3","1,32M","0,73%"
18.01.2010,"69400,93","68983,2","69748,16","68983,2","1,14M","0,61%"
15.01.2010,"68978,3","69779,55","69787,84","68695,3","1,65M","-1,18%"
14.01.2010,"69801,41","70376,84","70508,2","69661,25","1,83M","-0,83%"
13.01.2010,"70385,47","70080,52","70626,26","69535,22","1,82M","0,44%"
12.01.2010,"70075,77","70428,81","70428,81","69284,02","1,63M","-0,51%"
11.01.2010,"70433,48","70267,23","71068,05","70158,3","1,57M","0,24%"
08.01.2010,"70262,7","70455,23","70765,88","70158,13","1,63M","-0,27%"
07.01.2010,"70451,12","70722,91","70722,91","70045,05","1,55M","-0,39%"
06.01.2010,"70729,34","70236,5","70936,59","70016,47","2,24M","0,70%"
05.01.2010,"70239,81","70045,66","70594,55","69927,8","1,98M","0,28%"
04.01.2010,"70045,08","68587,16","70080,97","68587,16","1,66M","2,12%"
30.12.2009,"68588,41","68276,54","68588,41","67748,98","1,18M","0,43%"
29.12.2009,"68296,04","67901,7","68308,77","67901,7","669,25K","0,58%"
28.12.2009,"67901,7","67591,05","68277,38","67591,05","556,35K","0,46%"
23.12.2009,"67588,86","67418,34","67810,16","66943,11","904,33K","0,25%"
22.12.2009,"67417,93","65940,18","67421,45","65940,18","1,27M","2,26%"
21.12.2009,"65925,19","66806,27","67670,94","65925,19","1,41M","-1,30%"
18.12.2009,"66794,2","67068,4","67281,12","66321,93","1,08M","-0,41%"
17.12.2009,"67067,95","68618,62","68618,62","66791,95","1,34M","-2,27%"
16.12.2009,"68622,4","69309,75","69622,18","68465,55","1,71M","-0,99%"
15.12.2009,"69310,8","69344,95","69514,59","68821,61","1,28M","-0,06%"
14.12.2009,"69349,4","69272,56","69785,41","69193,36","1,29M","0,12%"
11.12.2009,"69267,47","68749,59","69502,27","68749,59","1,49M","0,78%"
10.12.2009,"68728,29","68021,41","68912,33","68021,41","1,47M","1,05%"
09.12.2009,"68011,98","67735,52","68271,7","67483,59","1,14M","0,42%"
08.12.2009,"67728,51","68510,91","68510,91","67470,25","1,55M","-1,14%"
07.12.2009,"68512,19","67610,86","68866,33","67610,86","1,19M","1,34%"
04.12.2009,"67603,52","68315,62",69361,"67328,31","1,41M","-1,04%"
03.12.2009,"68314,81","68622,33","69336,13","68307,7","1,22M","-0,44%"
02.12.2009,"68614,79","68412,09","69139,02","68412,09","1,36M","0,30%"
01.12.2009,"68408,4","67050,75","68757,28","67050,75","2,33M","2,03%"
30.11.2009,"67044,44","67082,15","67545,13","66875,78","2,22M","-0,06%"
27.11.2009,"67082,15","66370,84","67085,88","65737,25","1,17M","1,04%"
26.11.2009,"66391,8","67911,38","67911,38","66235,59","825,67K","-2,25%"
25.11.2009,"67917,08","67319,38","67997,05","67240,76","1,39M","0,89%"
24.11.2009,67317,"66811,72",67317,"65969,2","1,35M","0,76%"
23.11.2009,"66809,4","66335,44","67365,23","66335,44","1,58M","0,73%"
19.11.2009,"66327,27","66513,91","66564,34","65547,15","1,47M","-0,28%"
18.11.2009,"66515,66","67430,23","68059,62","66494,2","1,59M","-1,32%"
17.11.2009,"67405,98","66632,02","67409,12","66231,84","1,73M","1,17%"
16.11.2009,"66627,09","65325,52","66896,16","65325,52","1,76M","1,99%"
13.11.2009,"65325,63","64451,89","65788,31","64228,85","1,86M","1,36%"
12.11.2009,"64447,93","66427,12","66613,8","64318,86","1,91M","-2,99%"
11.11.2009,"66431,23","66303,48","67170,3","66027,66","1,81M","0,19%"
10.11.2009,"66303,48","66214,34","66708,69","65705,51","1,65M","0,13%"
09.11.2009,"66214,34","64474,89","66235,54","64474,89","1,60M","2,71%"
06.11.2009,"64466,13","64820,15","65093,65","63586,55","1,66M","-0,54%"
05.11.2009,"64815,72","63907,38","64829,66","63699,86","1,58M","1,41%"
04.11.2009,"63912,57","62649,99","64142,27","62649,99","1,89M","2,03%"
03.11.2009,"62643,23","61539,2","63237,17","60723,96","1,90M","1,78%"
30.10.2009,"61545,5","63720,72","64226,11","60912,74","2,00M","-3,41%"
29.10.2009,"63720,58","60166,65","63906,98","60166,65","1,75M","5,91%"
28.10.2009,"60162,31","63161,04","63173,1","60146,38","2,24M","-4,75%"
27.10.2009,"63161,04","65089,71","65497,97","63161,04","1,50M","-2,96%"
26.10.2009,"65085,55","65055,54","65901,09","64500,69","1,38M","0,04%"
23.10.2009,"65058,84","66143,95","66982,08","64987,84","1,39M","-1,63%"
22.10.2009,"66134,97","65489,75","66502,26","65453,97","1,27M","0,99%"
21.10.2009,"65485,59","65302,45","67157,31","65221,46","1,79M","0,28%"
20.10.2009,"65303,11","67230,77","67230,77","64075,98","2,65M","-2,88%"
19.10.2009,"67239,45","66200,48","67529,9","66193,95","1,40M","1,57%"
16.10.2009,"66200,48","66703,05","66703,05","65498,54","1,48M","-0,75%"
15.10.2009,"66703,31","66199,02","66703,31","65836,77","1,33M","0,76%"
14.10.2009,"66201,13","64653,43","66393,41","64653,43","2,10M","2,41%"
13.10.2009,"64645,59","64074,53","64645,59","63966,67","1,19M","0,90%"
09.10.2009,"64071,01","63771,52","64177,01","63493,12","1,15M","0,49%"
08.10.2009,"63759,87","62640,02","63816,3","62640,02","1,77M","1,79%"
07.10.2009,"62638,28","62666,02","63015,2","62104,18","1,41M","-0,05%"
06.10.2009,"62670,59","62377,61",63291,"62002,03","1,67M","0,48%"
05.10.2009,"62369,3","61177,82","62459,54","61177,82","1,34M","1,96%"
02.10.2009,"61171,99","60453,34","61332,97","59677,9","1,74M","1,18%"
01.10.2009,"60459,33","61518,95","61518,95","60305,66","1,40M","-1,72%"
30.09.2009,"61517,89","61240,92","61926,31","60978,36","1,54M","0,46%"
29.09.2009,"61235,26","61315,5","61599,45","60750,46","1,18M","-0,13%"
28.09.2009,"61316,62","60356,89","61316,62","60356,89","955,74K","1,59%"
25.09.2009,"60355,73","60044,63","60471,81","59755,31","989,79K","0,52%"
24.09.2009,"60046,28","60496,3","60977,68","59599,75","1,31M","-0,74%"
23.09.2009,"60496,19","61488,83","61630,49","60477,67","1,52M","-1,62%"
22.09.2009,"61493,39","60937,9","62017,03","60937,9","1,59M","0,93%"
21.09.2009,"60928,02","60703,03","61065,5","60014,43","1,36M","0,37%"
18.09.2009,"60703,01","60236,13","60709,87","60158,24","1,29M","0,78%"
17.09.2009,"60236,03","60408,66","61027,02","60115,81","1,59M","-0,29%"
16.09.2009,"60410,66","59264,66","60526,09","59264,66","1,81M","1,94%"
15.09.2009,"59263,86","58867,55","59401,2","58691,4","1,13M","0,67%"
14.09.2009,"58867,55","58363,24","58867,55","57753,24","990,51K","0,86%"
11.09.2009,"58366,38","58536,71","58833,99","58144,87","1,12M","-0,29%"
10.09.2009,"58535,79","57908,38","58538,33","57614,92","1,40M","1,08%"
09.09.2009,"57909,95","57844,32","58089,27","57533,71","1,36M","0,10%"
08.09.2009,"57854,8","56654,97","57854,8","56654,97","1,37M","2,12%"
04.09.2009,"56652,28","55707,1","56728,85","55656,02","1,20M","1,70%"
03.09.2009,"55707,17","55389,31","55887,74","55338,92","1,27M","0,58%"
02.09.2009,"55385,72","55813,1","55948,24","55385,72","1,64M","-0,77%"
01.09.2009,"55814,96","56489,4","57001,66","55764,1","1,44M","-1,19%"
31.08.2009,"56488,98","57697,68","57697,68","56169,87","1,50M","-2,10%"
28.08.2009,"57700,57","57703,99","58135,87","57343,97","1,18M","-0,01%"
27.08.2009,"57703,85","57768,66","57877,77","56845,23","1,35M","-0,11%"
26.08.2009,"57765,69","57424,82","57791,23","57105,6","1,24M","0,60%"
25.08.2009,"57421,43","57778,47","58311,49","57400,76","1,25M","-0,61%"
24.08.2009,"57775,37","57731,07","58633,67","57697,9","1,43M","0,08%"
21.08.2009,"57728,59","56835,61","57782,26","56835,61","1,24M","1,58%"
20.08.2009,"56831,48","56172,78","56896,8","56142,75","1,07M","1,20%"
19.08.2009,"56156,28","55748,48","56211,58","54917,8","1,28M","0,73%"
18.08.2009,"55748,92","55218,8","55891,12","55215,93","1,13M","0,96%"
17.08.2009,"55218,37","56635,66","56635,66","54881,36","1,40M","-2,51%"
14.08.2009,56638,"57047,5","57189,79","55978,55","1,50M","-0,72%"
13.08.2009,"57047,98","56588,26","57366,78","56532,89","1,51M","0,81%"
12.08.2009,"56588,26","55761,23","56696,08","55713,57","1,66M","1,48%"
11.08.2009,"55761,16","56816,14","56816,21","55568,27","1,41M","-1,88%"
10.08.2009,"56830,01","56329,02","56830,01","56150,83","1,19M","0,89%"
07.08.2009,"56329,51","55757,58","56643,57","55757,58","1,26M","1,03%"
06.08.2009,"55754,88","56384,67","56780,48","55361,08","1,33M","-1,12%"
05.08.2009,"56384,08","56041,34","56585,96","55406,73","1,24M","0,62%"
04.08.2009,"56038,07","55997,81","56656,02","55727,42","1,51M","0,07%"
03.08.2009,"55997,81","54765,65","56200,47","54765,65","1,26M","2,25%"
31.07.2009,"54765,72","54474,1","54979,68","54206,02","1,23M","0,53%"
30.07.2009,"54478,43","53734,96","55083,23","53734,96","1,25M","1,38%"
29.07.2009,"53734,53","54469,67","54469,67","53255,83","1,23M","-1,35%"
28.07.2009,"54471,54","54546,89","54546,89","53779,4","1,30M","-0,14%"
27.07.2009,"54548,99","54457,64","54885,66","53942,98","1,11M","0,17%"
24.07.2009,"54457,29","54249,36","54600,26","54036,54","1,13M","0,38%"
23.07.2009,"54249,36","53073,53","54628,73","53064,85","2,06M","2,22%"
22.07.2009,"53072,57","53232,03","53663,62","52543,47","1,36M","-0,30%"
21.07.2009,"53233,57","53154,83","53715,54","52519,67","1,40M","0,15%"
20.07.2009,"53154,93","52072,88","53262,15","52072,88","1,50M","2,08%"
17.07.2009,"52072,49","51918,2","52352,32","51736,11","1,23M","0,30%"
16.07.2009,"51918,2","51291,7","52338,14","50702,65","1,55M","1,21%"
15.07.2009,"51296,66","48875,63","51488,37","48875,63","1,89M","4,96%"
14.07.2009,"48872,58","49185,91","49646,96","48573,38","1,43M","-0,64%"
13.07.2009,"49186,93","49221,29","49643,72","48261,84","1,33M","-0,07%"
10.07.2009,"49220,78","49174,87","49326,35","48714,46","1,04M","0,09%"
08.07.2009,"49177,55","49460,27","49845,94","48455,81","1,55M","-0,56%"
07.07.2009,"49456,7","50619,12","50621,42","49399,98","1,64M","-2,30%"
06.07.2009,"50622,47","50931,55","50931,55","49691,06","1,38M","-0,61%"
03.07.2009,"50934,69","51025,8","51167,36","50914,83","487,81K","-0,18%"
02.07.2009,"51024,94","51538,3","51538,3","50607,51","1,01M","-1,01%"
01.07.2009,"51543,78","51464,03","52382,59","51464,03","1,37M","0,15%"
30.06.2009,"51465,46","52142,84","52435,45","51101,68","1,32M","-1,29%"
29.06.2009,"52137,58","51488,28","52275,39","51488,28","1,05M","1,27%"
26.06.2009,"51485,61","51516,5","51934,6","51340,84","1,22M","-0,06%"
25.06.2009,"51514,81","49668,29","51514,81","49327,3","1,59M","3,71%"
24.06.2009,"49672,12","49818,78","50758,35","49519,79","1,37M","-0,28%"
23.06.2009,"49813,58","49496,14","49902,2","49130,02","1,40M","0,64%"
22.06.2009,"49494,8","51366,56","51366,56","49410,66","1,60M","-3,66%"
19.06.2009,"51373,77","50907,73","51665,37","50907,73","1,23M","0,92%"
18.06.2009,"50903,02","51049,68","51275,1","50510,19","1,16M","-0,28%"
17.06.2009,"51045,84","51196,88","51196,88","50264,97","1,64M","-0,31%"
16.06.2009,"51205,78","52035,19","52493,65","51165,62","1,33M","-1,59%"
15.06.2009,"52033,82","53558,06","53558,06","51252,03","1,66M","-2,85%"
12.06.2009,"53558,23","53410,93","53935,51","53142,68","1,42M","0,28%"
10.06.2009,"53410,93","53158,69","54047,58","52819,04","1,44M","0,48%"
09.06.2009,"53157,13","53632,78","54102,37","52844,66","1,23M","-0,88%"
08.06.2009,"53630,39","53340,17","53904,98","52482,51","1,18M","0,54%"
05.06.2009,"53341,01","53474,08","54626,55","53050,18","1,44M","-0,23%"
04.06.2009,"53463,9","52093,86","53463,9","51745,33","1,40M","2,64%"
03.06.2009,"52086,63","53999,01","54000,51","51643,28","2,04M","-3,54%"
02.06.2009,"53999,52","54486,33","54955,23","53850,22","1,92M","-0,89%"
01.06.2009,"54486,29","53202,37",54857,"53202,37","1,80M","2,42%"
29.05.2009,"53197,73","53046,59","53805,93","52431,83","2,84M","0,30%"
28.05.2009,"53040,74","51795,15","53040,74","51795,15","1,52M","2,41%"
27.05.2009,"51791,61","51840,43","53092,36","51636,55","1,73M","-0,09%"
26.05.2009,"51840,8","50817,29","51933,94","50073,57","1,46M","2,02%"
25.05.2009,"50816,24","50558,47","50968,65","50558,47","490,96K","0,49%"
22.05.2009,"50568,49","50089,06","50893,03","49989,19","1,31M","0,96%"
21.05.2009,"50087,33","51244,04","51244,04","49565,26","1,68M","-2,26%"
20.05.2009,"51245,09","51348,75","52640,38","51142,88","2,06M","-0,20%"
19.05.2009,"51346,61","51465,13","52145,12","50987,25","2,00M","-0,23%"
18.05.2009,"51463,02","49011,98","51489,52","49011,98","1,73M","5,01%"
15.05.2009,"49007,21","49446,97","49552,07","48796,01","1,51M","-0,89%"
14.05.2009,"49446,02","48670,86","49460,6","48283,78","1,42M","1,58%"
13.05.2009,"48679,19","50316,88","50316,88","48430,04","1,71M","-3,27%"
12.05.2009,"50325,78","50979,77","51564,81","49807,8","1,85M","-1,28%"
11.05.2009,"50976,39","51388,8","51388,8","50059,98","1,29M","-0,82%"
08.05.2009,"51395,99","50065,58","51395,99","50050,81","1,69M","2,67%"
07.05.2009,"50058,06","51499,05","52078,59","49742,55","2,03M","-2,80%"
06.05.2009,"51499,48","50675,11","52095,85","50671,84","2,47M","1,64%"
05.05.2009,"50669,78","50403,88","50909,36","50013,1","1,95M","0,53%"
04.05.2009,"50404,53","47289,53","50404,53","47289,53","2,50M","6,59%"
30.04.2009,"47289,53",47235,"48125,73",47235,"2,14M","0,13%"
29.04.2009,"47226,79","45825,05","47410,04","45825,05","2,05M","3,07%"
28.04.2009,"45821,44","45819,29","46137,61","44965,82","1,79M","0,00%"
27.04.2009,"45819,71","46771,53","46771,53","45662,17","1,69M","-2,04%"
24.04.2009,"46771,79","45801,11","46946,07","45801,11","1,53M","2,12%"
23.04.2009,"45801,17","44887,64","45803,68","44887,64","1,24M","2,03%"
22.04.2009,"44888,2","44433,8","45369,13","44433,8","1,36M","1,02%"
20.04.2009,"44433,15","45778,28","45778,28","44274,88","1,27M","-2,94%"
17.04.2009,"45778,28","46017,55","46187,43","45722,69","1,47M","-0,54%"
16.04.2009,"46024,78","45277,22","46211,47","45277,22","1,77M","1,66%"
15.04.2009,"45272,65","45419,65","45453,34","44810,9","1,76M","-0,32%"
14.04.2009,"45418,18","45988,79","46591,44","45284,36","2,13M","-1,25%"
13.04.2009,"45991,89","45536,36","46178,86","45225,81","1,55M","1,00%"
09.04.2009,"45538,71","44182,76","45702,19","44182,76","1,92M","3,07%"
08.04.2009,"44181,98","43827,93","44389,5","43706,36","1,78M","0,82%"
07.04.2009,"43824,53","44162,84","44471,1","43593,06","1,71M","-0,78%"
06.04.2009,"44167,26","44385,11","44385,11","43429,3","1,47M","-0,50%"
03.04.2009,"44390,98","43737,77","44610,12","43519,92","1,88M","1,50%"
02.04.2009,"43736,45","41977,44","44286,02","41977,44","2,36M","4,19%"
01.04.2009,"41976,33","40917,9","42004,63","40256,17","1,67M","2,57%"
31.03.2009,"40925,87","40661,18","41609,59","40661,18","1,59M","0,67%"
30.03.2009,"40653,13","41908,97","41908,97","40351,06","1,51M","-2,99%"
27.03.2009,"41907,29","42588,66","42588,66","41585,67","1,34M","-1,60%"
26.03.2009,"42588,66","41801,32","42679,98","41801,32","1,64M","1,89%"
25.03.2009,"41799,3","41477,77","42622,91","41113,69","1,96M","0,78%"
24.03.2009,"41475,83","42438,69","42438,69","41475,83","1,83M","-2,27%"
23.03.2009,"42438,55","40077,02","42508,96","40077,02","1,88M","5,89%"
20.03.2009,"40076,41","40453,43","41053,15","40075,7","1,39M","-0,93%"
19.03.2009,"40453,43","40146,17","41136,61","40146,17","1,90M","0,78%"
18.03.2009,"40142,29","39507,82","40551,18","38849,71","1,73M","1,60%"
17.03.2009,"39510,72","38607,54","39510,72","38080,47","1,46M","2,34%"
16.03.2009,"38607,2","39018,26","39712,57","38466,72","1,53M","-1,05%"
13.03.2009,"39015,37","39151,89","39707,23","38579,84","1,60M","-0,35%"
12.03.2009,"39151,86","38805,91","39304,13","38286,31","1,63M","0,89%"
11.03.2009,"38804,8","38794,77","39310,29","38238,3","1,40M","0,03%"
10.03.2009,"38794,55","36744,85","38803,6","36744,85","1,79M","5,59%"
09.03.2009,"36741,35","37102,89","37464,11","36392,06","1,07M","-0,98%"
06.03.2009,"37105,09","37367,24","38308,58","36475,86","1,48M","-0,71%"
05.03.2009,"37368,93","38391,36","38391,36","36973,25","1,35M","-2,69%"
04.03.2009,"38402,24","36467,54","38554,19","36467,54","1,80M","5,31%"
03.03.2009,"36467,56","36235,89","37084,97","35721,83","1,73M","0,64%"
02.03.2009,"36234,69","38179,79","38179,79","36195,86","1,73M","-5,10%"
27.02.2009,"38183,31","38177,64","38800,86","37324,44","1,65M","0,01%"
26.02.2009,"38180,18","38233,52","39218,78","38180,18","1,52M","-0,13%"
25.02.2009,"38231,58","38712,23","38933,4","37693,81","1,22M","-1,25%"
20.02.2009,"38714,64","39724,59","39724,59","38102,61","1,71M","-2,56%"
19.02.2009,"39730,33","39675,16","40433,34","39630,25","1,16M","0,14%"
18.02.2009,"39674,39","39848,18","40434,45","39209,14","1,65M","-0,43%"
17.02.2009,"39846,97","41837,8","41837,8","39817,34","1,73M","-4,77%"
16.02.2009,"41841,32","41672,45","41841,32",41026,"1,09M","0,40%"
13.02.2009,"41673,62","40512,44","41833,48","40512,44","1,45M","2,90%"
12.02.2009,"40500,79","40826,53","41082,13","39992,36","1,78M","-0,84%"
11.02.2009,"40845,62","41207,43","42032,3","40285,93","1,67M","-0,88%"
10.02.2009,"41207,43","42100,7","42819,27","40960,37","2,28M","-2,12%"
09.02.2009,"42100,12","42754,84","43441,48","41977,06","1,75M","-1,53%"
06.02.2009,"42755,5","41109,68","42872,88","41109,68","2,18M","4,01%"
05.02.2009,"41108,65","40119,98","41373,47","39790,86","1,93M","2,44%"
04.02.2009,"40129,04","39745,77","41490,17","39745,77","2,41M","0,96%"
03.02.2009,"39746,76","38665,33","39765,46","38654,75","1,55M","2,79%"
02.02.2009,"38666,44","39296,48","39363,85","38452,88","1,33M","-1,61%"
30.01.2009,"39300,79","39636,91","40273,15","39185,48","1,48M","-0,85%"
29.01.2009,"39638,42","40228,99","40228,99","39368,57","1,33M","-1,46%"
28.01.2009,"40227,45","38704,49","40438,46","38704,49","2,13M","3,95%"
27.01.2009,"38698,92","38511,3","39024,99","38421,71","1,42M","0,49%"
26.01.2009,"38509,45","38130,01","39065,32","37830,58","1,49M","0,99%"
23.01.2009,"38132,35","37891,3","38660,44","36743,71","1,43M","0,63%"
22.01.2009,"37894,33","38542,57","38844,76","37255,49","1,74M","-1,68%"
21.01.2009,"38542,9","37279,25","38542,9","37279,25","1,67M","3,41%"
20.01.2009,"37272,07","38828,32","39174,26","37272,07","1,42M","-4,01%"
19.01.2009,"38828,32","39351,36","39570,02","38700,11","791,08K","-1,30%"
16.01.2009,"39341,54","39149,4","39904,1","38578,43","1,73M","0,49%"
15.01.2009,"39151,08","37992,56","39196,9","36805,84","2,03M","3,08%"
14.01.2009,"37981,77","39537,37","39569,88","37658,34","2,20M","-3,95%"
13.01.2009,"39544,23","39397,15","40322,58","38623,25","1,80M","0,36%"
12.01.2009,"39403,47","41584,89","41584,89","39345,4","1,55M","-5,24%"
09.01.2009,"41582,94","41991,77","42525,21","41181,49","1,57M","-0,97%"
08.01.2009,"41990,55","40819,37","41990,55","40250,57","1,56M","2,87%"
07.01.2009,"40820,25","42308,27","42308,27","40563,43","1,38M","-3,53%"
06.01.2009,"42312,28","41520,07","42363,19","41520,07","1,79M","1,91%"
05.01.2009,"41518,66","40243,4","41889,34","39525,7","1,91M","3,17%"
02.01.2009,"40244,22","37550,31","40264,72","37550,31","1,06M","7,17%"
30.12.2008,"37550,31","37069,56","37782,8","37064,77","1,57M","1,32%"
29.12.2008,"37060,16","36864,13","37631,35","36637,71","984,71K","0,53%"
26.12.2008,"36864,13","36470,41","37135,82","36333,59","508,53K","1,08%"
23.12.2008,"36470,78","37616,88","38004,69","36452,06","859,92K","-3,05%"
22.12.2008,"37618,5","39140,26","39451,69","37477,58","1,28M","-3,87%"
19.12.2008,"39131,23","39535,1","39784,67","38727,96","1,22M","-1,02%"
18.12.2008,"39536,27","39947,43","40497,88","38994,84","1,70M","-1,03%"
17.12.2008,"39947,43","39993,46","40361,19","39121,47","2,28M","-0,12%"
16.12.2008,"39993,46","38323,71","39993,46","38323,71","1,61M","4,37%"
15.12.2008,"38320,19","39368,08","39735,06","38320,19","1,63M","-2,68%"
12.12.2008,"39373,86","38516,79","39373,86","37013,62","1,69M","2,22%"
11.12.2008,"38519,07","39009,01","39879,77","38515,18","1,95M","-1,24%"
10.12.2008,"39004,4","37972,37","39748,21","37972,37","2,23M","2,73%"
09.12.2008,"37968,11","38285,2","38863,49","37652,93","2,01M","-0,83%"
08.12.2008,"38284,91","35347,46","38426,08","35347,46","2,42M","8,31%"
05.12.2008,"35347,39","35124,83","35434,53","34012,69","1,93M","0,63%"
04.12.2008,"35127,77","35310,9","35943,94","35127,77","1,26M","-0,48%"
03.12.2008,"35296,7","35001,31","35476,3","33798,48","2,24M","0,85%"
02.12.2008,"35000,84","34742,83","35734,49","34742,83","1,60M","0,75%"
01.12.2008,"34740,5","36595,87","36595,87","34396,18","1,46M","-5,07%"
28.11.2008,"36595,87","36216,48","37216,66","35943,96","1,55M","1,06%"
27.11.2008,"36212,65","36470,37","36817,16","36114,26","878,65K","-0,70%"
26.11.2008,"36469,61","34813,77","36877,21","34318,76","2,08M","4,76%"
25.11.2008,"34812,86","34189,05","35531,9","33620,31","1,71M","1,83%"
24.11.2008,"34188,83","31255,44","34381,63","31255,44","2,00M","9,40%"
21.11.2008,"31250,6","33402,82","33402,82","31080,99","1,89M","-6,45%"
19.11.2008,"33404,55","34097,76","34785,53","33274,96","1,57M","-2,02%"
18.11.2008,"34094,66","35698,06","35698,06","33882,26","1,75M","-4,54%"
17.11.2008,"35717,21","35777,43","36372,63","34426,7","1,39M","-0,20%"
14.11.2008,"35789,1","36002,88","36696,86","35015,93","1,63M","-0,57%"
13.11.2008,"35993,33","34373,88",36244,"33645,08","1,89M","4,71%"
12.11.2008,"34373,99","37260,8","37261,02","34220,8","2,41M","-7,75%"
11.11.2008,"37261,9","36775,18","37628,78","35499,2","1,54M","1,32%"
10.11.2008,"36776,27","36672,34","38724,56","36297,56","1,47M","0,30%"
07.11.2008,"36665,11","36361,91","37716,28","36296,7","1,76M","0,83%"
06.11.2008,"36361,91","37785,66","37785,66","35386,61","2,00M","-3,77%"
05.11.2008,"37785,66","40245,35","40245,35","37710,75","2,13M","-6,13%"
04.11.2008,"40254,8","38256,12","41002,95","38256,12","2,13M","5,24%"
03.11.2008,"38249,44","37260,65","38545,08","36937,67","1,68M","2,66%"
31.10.2008,"37256,84","37447,16","37944,97",35858,"2,00M","-0,51%"
30.10.2008,"37448,77","34851,56","37589,69","34851,56","2,49M","7,47%"
29.10.2008,"34845,21","33386,65","35765,99","33386,65","2,18M","4,37%"
28.10.2008,"33386,65","29438,28","33386,65","29438,28","2,34M","13,42%"
27.10.2008,"29435,11","31479,73","31479,73","29435,11","1,70M","-6,50%"
24.10.2008,"31481,55","33809,11","33809,11","30787,62","2,25M","-6,91%"
23.10.2008,"33818,49","35069,28","35776,51","32706,01","1,96M","-3,57%"
22.10.2008,"35069,73","39042,77","39042,77","35027,86","1,65M","-10,18%"
21.10.2008,"39043,39","39439,81","39979,88","38083,32","1,53M","-1,01%"
20.10.2008,"39441,08","36401,17","39453,27","36401,17","1,55M","8,36%"
17.10.2008,"36399,09","36439,98","38341,77","35834,15","1,85M","-0,12%"
16.10.2008,"36441,72","36835,46","37393,5","33752,08","2,28M","-1,06%"
15.10.2008,"36833,02","41567,07","41567,07","35411,2","2,15M","-11,39%"
14.10.2008,"41569,03","40833,05","43753,27","40218,33","2,26M","1,81%"
13.10.2008,"40829,13","35609,02","40829,13","35609,02","1,97M","14,66%"
10.10.2008,"35609,54","37079,21","37079,21","33237,71","2,44M","-3,97%"
09.10.2008,"37080,3","38593,54","40478,99","36832,45","2,18M","-3,92%"
08.10.2008,"38593,54","40136,99","40439,46","37597,49","2,83M","-3,85%"
07.10.2008,"40139,85","42103,51","43166,65","39582,63","1,97M","-4,66%"
06.10.2008,"42100,79","44502,06","44502,06","37616,74","2,08M","-5,43%"
03.10.2008,"44517,32","46155,22","48075,4","44158,09","1,58M","-3,53%"
